Date,Close,High,Low,Open,Volume,Price,Return,Volatility
2010-01-04,10507.80078125,10525.00065046796,10372.20374267674,10372.20374267674,94500.0,10507.80078125,,
2010-01-05,10666.8974609375,10679.04762130474,10559.849684913044,10559.849684913044,134500.0,10666.8974609375,0.0151408161421742,
2010-01-06,10757.6455078125,10773.095409998668,10680.097174426131,10694.146712555985,112200.0,10757.6455078125,0.0085074453192526,
2010-01-07,10669.5478515625,10788.245797988287,10656.49829411581,10745.19680891978,103400.0,10669.5478515625,-0.0081893064970416,
2010-01-08,10660.248046875,10731.396111769069,10632.89797957209,10680.397078854896,112800.0,10660.248046875,-0.0008716212548911,
2010-01-11,10742.8955078125,10800.994989932591,10710.2467140362,10714.596240775638,88400.0,10742.8955078125,0.0077528647151627,
2010-01-12,10632.4990234375,10811.945823532267,10605.799333295678,10751.24677667424,101800.0,10632.4990234375,-0.0102762317938135,
2010-01-13,10690.0478515625,10709.447875333715,10532.900432589791,10532.900432589791,85300.0,10690.0478515625,0.0054125401749995,
2010-01-14,10786.845703125,10832.39464596552,10724.54707721091,10724.54707721091,95900.0,10786.845703125,0.0090549502590253,
2010-01-15,10759.7958984375,10848.294219721118,10745.496364996514,10813.945261908288,85200.0,10759.7958984375,-0.0025076658582094,
2010-01-18,10810.9951171875,10834.494671414985,10725.796538041195,10744.34599085665,76100.0,10810.9951171875,0.0047583819649807,
2010-01-19,10708.947265625,10896.293321460456,10693.596970848575,10835.09428695803,70600.0,10708.947265625,-0.0094392653457278,
2010-01-20,10701.7470703125,10818.294662863083,10636.597916254,10727.14600228941,73900.0,10701.7470703125,-0.0006723532326666,
2010-01-21,10434.7021484375,10670.047286641751,10408.651862100118,10670.047286641751,70600.0,10434.7021484375,-0.0249533950036815,
2010-01-22,10350.5537109375,10433.802132205094,10093.858383624003,10433.802132205094,92100.0,10350.5537109375,-0.0080642874423205,
2010-01-25,10167.6572265625,10333.054487696649,10147.15761443681,10316.904402648312,52000.0,10167.6572265625,-0.0176702125782635,
2010-01-27,9801.46484375,10132.25838634208,9763.76536210848,10093.158540585187,95300.0,9801.46484375,-0.0360154138414344,
2010-01-28,9905.462890625,9999.11053203609,9825.663619891311,9854.56346347265,136600.0,9905.462890625,0.0106104596132194,
2010-01-29,9985.5107421875,10014.10980895805,9646.416589816445,9835.963774825104,136800.0,9985.5107421875,0.0080811823179167,
2010-02-01,10151.4580078125,10184.106803139535,9919.812007168632,9954.26154961926,80400.0,10151.4580078125,0.0166188059789365,
2010-02-02,10041.859375,10287.054920525108,10015.35987752556,10181.957304178042,94900.0,10041.859375,-0.0107963440057726,
2010-02-03,10252.9052734375,10262.95586418628,10026.809949525552,10026.809949525552,94600.0,10252.9052734375,0.0210166156043685,0.0142305906280493
2010-02-04,10059.1591796875,10246.006228428256,10036.010203857675,10220.856313915649,87300.0,10059.1591796875,-0.018896701820892,0.0142301122823815
2010-02-05,9828.0634765625,9990.310397333977,9712.065678044832,9990.310397333977,127700.0,9828.0634765625,-0.0229736600243539,0.0146434696906976
2010-02-08,9972.0107421875,10072.959019635377,9825.71371692226,9982.010552206231,91400.0,9972.0107421875,0.0146465543256084,0.0151701678936026
2010-02-09,10010.7109375,10028.310213807958,9923.212593409837,9958.16115075692,65000.0,10010.7109375,0.0038808818314619,0.0152404228307167
2010-02-10,9989.060546875,10123.208393243853,9967.060964120414,10033.359511385666,73200.0,9989.060546875,-0.0021627225838574,0.0150469758350449
2010-02-11,10061.609375,10112.958989075982,10012.210895871129,10012.210895871129,53200.0,10061.609375,0.0072628279490905,0.0151298331476065
2010-02-15,10025.759765625,10144.757505377109,10017.60952980591,10144.757505377109,44700.0,10025.759765625,-0.0035630094589117,0.0150210827164751
2010-02-16,10103.30859375,10125.208569481978,9982.660488792228,10064.408940075353,44400.0,10103.30859375,0.0077349577426431,0.0149710484970585
2010-02-17,10209.45703125,10256.255949601473,10150.007961857798,10156.357450978288,60400.0,10209.45703125,0.0105063045946813,0.0152592400844469
2010-02-18,10129.3076171875,10237.155178247069,10110.208370558596,10230.405306445298,61700.0,10129.3076171875,-0.0078505070168933,0.0152120920207335
2010-02-19,10014.560546875,10097.358785204702,9955.71205078215,10070.909090261375,68500.0,10014.560546875,-0.0113282244600604,0.0152576771562309
2010-02-22,9948.3115234375,10139.657507651258,9933.761994399312,10080.8090131953,50300.0,9948.3115234375,-0.0066152701486409,0.015265984620631
2010-02-23,9928.0615234375,10002.109922373467,9902.962390550108,9940.96166916322,57000.0,9928.0615234375,-0.0020355212994981,0.0144419725313489
2010-02-24,9936.4111328125,9951.761427581412,9871.012959240434,9897.31226507551,52900.0,9936.4111328125,0.0008410110428191,0.0143939076277165
2010-02-25,9918.1611328125,9981.560318651607,9904.16139885191,9962.260880714724,91700.0,9918.1611328125,-0.0018366792351952,0.0139306502084299
2010-02-26,10099.7587890625,10180.80705775835,9919.3618172427,9931.661388834054,143300.0,10099.7587890625,0.0183096093941461,0.0120357934055883
2010-03-02,10305.3544921875,10323.604146310454,10137.258068664354,10137.258068664354,92800.0,10305.3544921875,0.0203564963697597,0.0125803342821704
2010-03-03,10500.701171875,10508.550632330447,10333.75414387273,10333.75414387273,82900.0,10500.701171875,0.0189558427937237,0.0130595113886945
2010-03-04,10606.2490234375,10615.199048992208,10500.400445161418,10520.600257338085,100300.0,10606.2490234375,0.0100515051171248,0.012779630990001
2010-03-05,10664.998046875,10705.697470755107,10618.74892349851,10618.74892349851,100300.0,10664.998046875,0.005539095235995,0.0124438736785725
2010-03-08,10703.046875,10773.095350290674,10662.547643604164,10678.74753147129,68500.0,10703.046875,0.0035676357330556,0.0117394559228682
2010-03-09,10598.8984375,10713.447044565748,10581.74934893494,10689.247308575155,60800.0,10598.8984375,-0.0097307279615179,0.0110705620875462
2010-03-10,10552.0,10643.347876299124,10499.10061299605,10595.69936623666,61800.0,10552.0,-0.0044248407300582,0.0095706400714001
2010-03-11,10505.05078125,10579.299373192867,10438.901645083308,10544.34984066652,63100.0,10505.05078125,-0.0044493194418119,0.0093567836608138
2010-03-12,10508.650390625,10555.649499634872,10474.90103043174,10500.550934796212,55300.0,10508.650390625,0.000342655114188,0.0093629877785835
2010-03-15,10445.9521484375,10533.80009064344,10412.901994409867,10533.80009064344,54600.0,10445.9521484375,-0.0059663458062544,0.0094906867233125
2010-03-16,10508.0009765625,10514.050666555331,10436.702523605809,10479.351129103305,63700.0,10508.0009765625,0.0059399877812269,0.0094595654103212
2010-03-17,10542.2001953125,10632.698476759317,10530.450418439572,10543.799774311658,70800.0,10542.2001953125,0.0032545884632366,0.0093716561600925
2010-03-18,10561.0,10588.949665496004,10522.60033728263,10555.00011373441,69300.0,10561.0,0.0017832904269698,0.0092930689939607
2010-03-19,10606.798828125,10633.897923530052,10567.399184766,10567.399184766,58600.0,10606.798828125,0.0043365995762711,0.0091115283737007
2010-03-22,10511.900390625,10623.998852102171,10490.701573629362,10520.850416318986,68400.0,10511.900390625,-0.0089469442230173,0.0091728835164888
2010-03-23,10549.7001953125,10608.59849169747,10505.400254715816,10505.400254715816,66800.0,10549.7001953125,0.0035959059050076,0.0086686197331572
2010-03-25,10573.1494140625,10591.499652550854,10512.701339855212,10567.950293754267,102700.0,10573.1494140625,0.0022227379277013,0.0084138525935923
2010-03-26,10691.2470703125,10697.596559052376,10591.048778686058,10591.048778686058,86200.0,10691.2470703125,0.0111695817040973,0.0085163577310517
2010-03-29,10733.3466796875,10762.446714916556,10711.29729227729,10718.346963552116,70300.0,10733.3466796875,0.0039377641446434,0.0084935722390008
2010-03-30,10756.74609375,10815.695170545936,10738.196641025095,10762.845587391472,69800.0,10756.74609375,0.0021800669223497,0.008407093663582
2010-03-31,10773.5458984375,10822.195367413053,10739.94692558486,10783.795704258036,67200.0,10773.5458984375,0.0015617924362145,0.0077403419990759
2010-04-01,10829.14453125,10841.544687045674,10776.795913232756,10776.795913232756,65400.0,10829.14453125,0.0051606623609932,0.0066857249532957
2010-04-05,10998.091796875,11024.291496670428,10864.244718960766,10864.244718960766,61600.0,10998.091796875,0.0156011645368165,0.0062988710546894
2010-04-06,11020.140625,11058.040296901028,10982.741920161205,11028.290861065088,87200.0,11020.140625,0.00200478669684,0.0060383273619946
2010-04-07,11058.1904296875,11129.638291862912,11011.09073802791,11056.690458167332,78600.0,11058.1904296875,0.0034527512835162,0.0059914368278341
2010-04-08,11013.19140625,11092.889112670398,10963.341766250463,11046.440775315845,84800.0,11013.19140625,-0.0040692935904497,0.0061057996975367
2010-04-09,11024.041015625,11064.590051618432,10982.9421853666,10982.9421853666,72800.0,11024.041015625,0.0009851467185835,0.0055537327561643
2010-04-12,10947.54296875,11060.09064502511,10926.74355740447,11039.491425206215,61200.0,10947.54296875,-0.0069392019465979,0.0057212383377174
2010-04-13,10947.892578125,10983.492490846684,10927.743545092864,10941.892691586472,56800.0,10947.892578125,3.193496257547501e-05,0.005558961188985
2010-04-15,10901.4931640625,11022.840468919778,10887.84303266839,10996.29116843246,67800.0,10901.4931640625,-0.0042382050911982,0.0057142494274692
2010-04-16,10862.244140625,10902.743372362344,10813.89447187144,10895.392925861404,60500.0,10862.244140625,-0.0036003346373584,0.0055758446440731
